FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False
89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False
92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,False,False,False,False,False,False,False,False,False,False,False,True
90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47,False,False,False,False,False,False,False,False,False,False,False,True
90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,False,False,False,False,False,True,False,False,False,False,False,False
90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,False,False,False,False,False,False,False,True,False,False,False,False
92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,False,False,False,False,False,False,True,False,False,False,False,False
90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,False,False,False,False,False,True,False,False,False,False,False,False
90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,False,False,False,False,False,True,False,False,False,False,False,False
93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46,False,False,False,False,False,False,False,False,False,False,False,True
93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61,False,False,False,False,False,False,False,False,False,False,False,True
92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,False,True,False,False,False,False,False,False,False,False,False,False
92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,False,True,False,False,False,False,False,False,False,False,False,False
92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,False,False,False,False,False,False,False,False,False,False,False,True
90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75,False,False,False,False,False,False,False,True,False,False,False,False
92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,False,False,False,False,False,False,False,False,False,False,False,True
89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,False,False,False,False,False,False,False,False,False,False,False,True
92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,False,True,False,False,False,False,False,False,False,False,False,False
92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,False,False,False,False,False,False,False,False,False,False,False,True
91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,False,True,False,False,False,False,False,False,False,False,False,False
90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,False,False,False,False,False,False,False,False,False,False,False,True
90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,False,True,False,False,False,False,False,False,False,False,False,False
90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,False,True,False,False,False,False,False,False,False,False,False,False
90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,False,True,False,False,False,False,False,False,False,False,False,False
90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,False,False,False,False,False,False,False,False,False,False,False,True
88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,False,True,False,False,False,False,False,False,False,False,False,False
92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,False,False,False,False,False,False,False,False,False,False,False,True
91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,False,False,False,False,False,False,False,False,False,False,True,False
93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,False,True,False,False,False,False,False,False,False,False,False,False
91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,False,False,False,False,False,False,False,False,False,False,False,True
89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,False,False,False,False,False,False,False,True,False,False,False,False
90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,False,False,False,False,False,False,False,False,False,False,False,True
90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,False,False,False,False,False,False,False,True,False,False,False,False
90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,False,False,False,False,False,False,False,True,False,False,False,False
91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,False,False,False,False,False,False,False,True,False,False,False,False
92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,False,False,False,False,False,False,False,False,False,False,False,True
93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,False,True,False,False,False,False,False,False,False,False,False,False
92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,False,False,False,False,False,False,False,False,False,False,False,True
91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,False,False,False,False,False,False,False,False,False,False,False,True
91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,False,False,False,False,False,False,False,False,False,False,False,True
90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,False,False,False,False,False,False,False,True,False,False,False,False
91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,False,False,False,False,False,False,False,False,False,False,True,False
90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,False,False,False,False,False,False,False,True,False,False,False,False
92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,False,False,False,False,False,False,False,False,False,False,False,True
91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,False,False,False,False,False,False,False,False,False,False,False,True
92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,False,False,False,False,False,False,False,False,False,False,False,True
90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,False,False,False,False,False,False,False,False,False,False,True,False
91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,False,False,False,False,False,False,False,True,False,False,False,False
91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,False,False,False,False,False,False,False,True,False,False,False,False
92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,False,False,False,False,False,False,False,False,False,False,False,True
88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,False,False,False,False,False,False,False,False,False,False,False,True
92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,False,False,False,False,False,False,False,False,False,False,False,True
90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,False,False,False,False,False,False,False,True,False,False,False,False
90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,False,True,False,False,False,False,False,False,False,False,False,False
93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,False,False,False,False,False,False,False,False,False,False,False,True
88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,False,False,False,False,False,True,False,False,False,False,False,False
90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,False,False,False,False,False,False,False,False,False,False,False,True
91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,False,True,False,False,False,False,False,False,False,False,False,False
91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,False,True,False,False,False,False,False,False,False,False,False,False
91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,False,True,False,False,False,False,False,False,False,False,False,False
92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,False,True,False,False,False,False,False,False,False,False,False,False
93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,False,True,False,False,False,False,False,False,False,False,False,False
93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,False,True,False,False,False,False,False,False,False,False,False,False
93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,False,True,False,False,False,False,False,False,False,False,False,False
93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,False,True,False,False,False,False,False,False,False,False,False,False
91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,False,True,False,False,False,False,False,False,False,False,False,False
91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,False,True,False,False,False,False,False,False,False,False,False,False
91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,False,True,False,False,False,False,False,False,False,False,False,False
93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,False,True,False,False,False,False,False,False,False,False,False,False
91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,False,True,False,False,False,False,False,False,False,False,False,False
91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,False,True,False,False,False,False,False,False,False,False,False,False
91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,False,True,False,False,False,False,False,False,False,False,False,False
93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,False,True,False,False,False,False,False,False,False,False,False,False
92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,False,True,False,False,False,False,False,False,False,False,False,False
93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False
91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,False,False,False,False,False,True,False,False,False,False,False,False
92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,False,False,False,False,False,True,False,False,False,False,False,False
93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,False,False,False,False,False,False,True,False,False,False,False,False
90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,False,False,False,False,False,False,True,False,False,False,False,False
91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,False,False,False,False,False,False,False,False,False,False,False,True
89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,False,False,False,False,False,False,False,False,False,False,False,True
92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,False,False,False,False,False,False,False,False,False,False,False,True
92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,False,False,False,False,False,False,False,False,False,False,False,True
91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,False,False,False,False,False,False,False,False,False,False,False,True
92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,False,False,False,False,False,False,False,False,False,False,False,True
92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,False,False,False,False,False,False,False,False,False,False,False,True
92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,False,False,False,False,False,False,False,False,False,False,False,True
92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,False,False,False,False,False,False,False,False,False,False,False,True
90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,False,False,False,False,False,False,False,False,False,False,False,True
92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,False,False,False,False,False,False,False,False,False,False,False,True
91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,False,False,False,False,False,False,False,False,False,False,False,True
91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,False,False,False,False,False,False,False,False,False,False,False,True
92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,False,False,False,False,False,False,False,False,False,False,False,True
91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,False,False,False,False,False,False,False,False,False,False,False,True
91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,False,False,False,False,False,False,False,False,False,False,False,True
91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,False,False,False,False,False,False,False,False,False,False,False,True
91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,False,False,False,False,False,False,False,False,False,False,False,True
91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,False,False,False,False,False,False,False,False,False,False,False,True
91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,False,False,False,False,False,False,False,False,False,False,False,True
91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,False,False,False,False,False,False,False,False,False,False,False,True
92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,False,False,False,False,False,False,False,False,False,False,False,True
